property_id,postcode,property_type,built_form,construction_age,tenure,main_fuel,epc_rating,mains_gas,local_authority,latitude,longitude
P1195,NG2 4ED,House,End-Terrace,1967-1975,Owner-occupied,Electricity,E,No,Nottingham,52.953932,-1.092672
P1196,NG8 6GW,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.980701,-1.215065
P1197,NG11 9LQ,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.903021,-1.180146
P1198,NG2 1PA,House,End-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.940059,-1.159612
P1199,NG7 6LJ,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,D,Yes,Nottingham,52.969627,-1.161183
P1200,NG8 5QT,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.97389,-1.203334
P1201,NG7 7AN,House,Semi-Detached,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.973758,-1.164438
P1203,NG8 5FF,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.976212,-1.183945
P1204,NG6 7AW,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.993523,-1.215518
P1205,NG5 9EP,House,End-Terrace,1950-1966,Owner-occupied,Mains Gas,B,Yes,Nottingham,53.007964,-1.162138
P1207,NG3 3BZ,House,Mid-Terrace,1976-1982,Rented (social),Community Heating,D,No,Nottingham,52.972495,-1.127458
P1208,NG5 5FR,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.995425,-1.173868
P1209,NG3 3PA,House,End-Terrace,1967-1975,Rented (social),Community Heating,C,No,Nottingham,52.965548,-1.13263
P1210,NG2 4FP,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.951871,-1.124717
P1211,NG5 5FH,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.992871,-1.169805
P1212,NG11 9DS,House,Mid-Terrace,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,52.893002,-1.17815
P1213,NG6 8JP,House,End-Terrace,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,53.002977,-1.20703
P1214,NG5 5NU,House,Mid-Terrace,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,53.00172,-1.158802
P1216,NG6 8AX,House,End-Terrace,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,52.996117,-1.204161
P1217,NG3 3LG,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.966689,-1.131357
P1219,NG11 8QA,House,End-Terrace,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,52.903922,-1.171402
P1220,NG5 6EH,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.997014,-1.148106
P1221,NG6 8DW,House,End-Terrace,1976-1982,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.997693,-1.203238
P1222,NG7 7FB,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.979576,-1.173798
P1223,NG5 3AS,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.986711,-1.15677
P1224,NG8 6FH,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.977394,-1.212533
P1225,NG8 6JU,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.978406,-1.218726
P1226,NG8 6BG,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.979959,-1.210223
P1227,NG11 8QA,House,End-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,52.903922,-1.171402
P1228,NG8 6BW,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.98299,-1.21048
P1229,NG8 6DU,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.980996,-1.208014
P1231,NG7 3BJ,House,Semi-Detached,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.960095,-1.17484
P1232,NG3 3LG,House,Mid-Terrace,before 1900,Rented (private),Mains Gas,C,Yes,Nottingham,52.966689,-1.131357
P1233,NG8 6FY,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.980128,-1.215433
P1234,NG8 3DA,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.973258,-1.220561
P1236,NG11 9BW,House,Mid-Terrace,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.900628,-1.177337
P1237,NG5 5HS,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.994345,-1.163445
P1238,NG2 2NL,House,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.941013,-1.149728
P1240,NG5 1LP,House,Semi-Detached,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.991557,-1.173525
P1241,NG8 5HX,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.974863,-1.197046
P1242,NG2 2NR,House,Mid-Terrace,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.93863,-1.152095
P1243,NG8 6FT,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.978223,-1.215527
P1244,NG7 7LZ,House,Semi-Detached,1930-1949,Rented (private),Mains Gas,D,Yes,Nottingham,52.97214,-1.160613
P1245,NG7 3AY,House,End-Terrace,1983-1990,Rented (social),Mains Gas,B,Yes,Nottingham,52.959195,-1.174663
P1247,NG3 5HD,House,End-Terrace,1900-1929,Rented (private),Mains Gas,E,Yes,Nottingham,52.975011,-1.135956
P1249,NG8 4LY,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.962578,-1.219144
P1250,NG7 5NE,House,End-Terrace,1976-1982,Rented (social),Mains Gas,D,Yes,Nottingham,52.963587,-1.175503
P1251,NG3 7FH,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.957993,-1.112685
P1253,NG8 3DD,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.969068,-1.216258
P1255,NG8 4BL,House,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,52.967509,-1.232293
P1256,NG2 2GY,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.93914,-1.143009
P1257,NG6 9GW,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.99659,-1.189074
P1258,NG8 5FF,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.976212,-1.183945
P1259,NG6 8JJ,House,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.005276,-1.20669
P1260,NG7 3EX,House,Mid-Terrace,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.956797,-1.178847
P1261,NG8 6DE,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.985413,-1.205863
P1262,NG5 5JH,House,Semi-Detached,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,52.995576,-1.159428
P1263,NG6 0JH,House,Detached,1983-1990,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.979252,-1.186747
P1264,NG8 6HH,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.977567,-1.212917
P1265,NG3 3EQ,House,End-Terrace,1967-1975,Rented (private),Mains Gas,C,Yes,Nottingham,52.969281,-1.121954
P1266,NG3 5GW,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.97401,-1.138016
P1267,NG6 8LH,House,End-Terrace,1967-1975,Rented (private),Mains Gas,D,Yes,Nottingham,53.007813,-1.20022
P1268,NG3 2LD,House,End-Terrace,1900-1929,Rented (social),Mains Gas,E,Yes,Nottingham,52.96173,-1.129357
P1269,NG5 5BL,House,Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,53.008585,-1.182857
P1270,NG8 6QH,House,Semi-Detached,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.980663,-1.228545
P1271,NG8 6HW,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.979194,-1.22108
P1272,NG5 5FT,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.997045,-1.17412
P1273,NG5 5GJ,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.997238,-1.174698
P1274,NG1 7JF,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.950005,-1.143777
P1275,NG7 7AX,House,Detached,1950-1966,Owner-occupied,Electricity,F,No,Nottingham,52.975155,-1.165037
P1278,NG2 2JE,House,Mid-Terrace,1967-1975,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.941458,-1.142874
P1279,NG5 5UE,House,Semi-Detached,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.99343,-1.1675
P1281,NG7 6BA,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,C,Yes,Nottingham,52.968719,-1.168839
P1282,NG8 2NE,House,Detached,1900-1929,Rented (private),Mains Gas,D,Yes,Nottingham,52.952537,-1.224564
P1283,NG2 4EH,House,Semi-Detached,1996-2002,Rented (private),Mains Gas,D,Yes,Nottingham,52.949836,-1.118195
P1284,NG8 3NB,House,Detached,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.968672,-1.196059
P1285,NG5 6DP,House,End-Terrace,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.995993,-1.146115
P1286,NG3 3DL,House,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.967236,-1.123827
P1287,NG5 5GJ,House,End-Terrace,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.997238,-1.174698
P1288,NG5 5PW,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,53.00781,-1.156895
P1289,NG6 9ER,House,Detached,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.996626,-1.183798
P1290,NG8 6QJ,House,Mid-Terrace,1991-1995,Rented (social),Mains Gas,C,Yes,Nottingham,52.98058,-1.22953
P1291,NG8 5FE,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.976659,-1.182283
P1292,NG3 3BY,House,Semi-Detached,2003-2006,Owner-occupied,Mains Gas,C,No,Nottingham,52.971469,-1.127345
P1293,NG3 1BS,House,Mid-Terrace,2012 onwards,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.962724,-1.149928
P1294,NG8 5RG,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.97264,-1.201868
P1295,NG7 2JL,House,Semi-Detached,1930-1949,Rented (private),Mains Gas,D,Yes,Nottingham,52.939302,-1.18516
P1298,NG8 5HZ,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,B,Yes,Nottingham,52.973412,-1.199098
P1299,NG11 7EB,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.912532,-1.16465
P1300,NG8 5NA,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.977596,-1.210444
P1301,NG2 4EB,House,Semi-Detached,1950-1966,Owner-occupied,Electricity,D,No,Nottingham,52.953812,-1.09467
P1302,NG8 1DY,House,Semi-Detached,1930-1949,Owner-occupied,Electricity,E,No,Nottingham,52.951241,-1.19717
P1303,NG3 2QA,House,Mid-Terrace,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.960571,-1.134293
P1304,NG6 0DR,House,Semi-Detached,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.989957,-1.189123
P1306,NG3 6LZ,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.96449,-1.119535
P1307,NG8 5NJ,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.981324,-1.203301
P1308,NG8 6DL,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.98324,-1.210222
P1309,NG8 5HW,House,Mid-Terrace,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.974658,-1.195948
P1310,NG7 6QA,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.969457,-1.163911
P1311,NG8 6GQ,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.975919,-1.219202
P1313,NG8 5FD,House,Semi-Detached,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,52.97779,-1.182024
P1315,NG7 3JU,House,Semi-Detached,2012 onwards,Rented (social),Mains Gas,B,Yes,Nottingham,52.959,-1.168594
P1316,NG5 5UD,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,D,Yes,Nottingham,53.006096,-1.152205
P1317,NG5 5FR,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.995425,-1.173868
P1320,NG6 0NY,House,Semi-Detached,1983-1990,Rented (social),Mains Gas,C,Yes,Nottingham,52.987707,-1.174358
P1321,NG1 4DS,House,Mid-Terrace,1991-1995,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.958845,-1.150569
P1322,NG5 5GA,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.995502,-1.177189
P1324,NG6 8BB,House,Mid-Terrace,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,53.016606,-1.189816
P1325,NG7 4GP,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.959351,-1.159715
P1327,NG7 5LJ,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.965047,-1.175996
P1328,NG9 2SQ,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.937553,-1.212555
P1330,NG5 9HH,House,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,53.001621,-1.165241
P1332,NG6 8YH,House,End-Terrace,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.986859,-1.197583
P1333,NG6 8JE,House,Semi-Detached,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.006041,-1.208211
P1334,NG7 2JN,House,End-Terrace,1983-1990,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.938956,-1.18713
P1336,NG3 2BQ,House,Mid-Terrace,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.955316,-1.127461
P1337,NG11 7FX,House,Detached,1996-2002,Rented (private),Mains Gas,C,Yes,Nottingham,52.920931,-1.157423
P1338,NG5 5LD,House,End-Terrace,1950-1966,Owner-occupied,Mains Gas,B,Yes,Nottingham,52.998012,-1.160752
P1339,NG6 9DX,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,E,Yes,Nottingham,52.991564,-1.183551
P1340,NG7 7ES,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.978359,-1.17196
P1341,NG5 1JH,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.979784,-1.173884
P1344,NG2 1LE,House,End-Terrace,1976-1982,Rented (private),Mains Gas,D,Yes,Nottingham,52.941275,-1.153681
P1346,NG8 5LA,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.979059,-1.198056
P1347,NG11 9DT,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.892182,-1.180499
P1348,NG5 6DX,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.99527,-1.150569
P1349,NG11 8DT,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.907856,-1.1812
P1350,NG6 8GT,House,Mid-Terrace,1900-1929,Rented (social),Electricity,F,No,Nottingham,53.004545,-1.196942
P1351,NG3 7DR,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.957416,-1.119633
P1352,NG6 7DQ,House,End-Terrace,1976-1982,Rented (social),Mains Gas,D,Yes,Nottingham,53.001477,-1.211216
P1354,NG6 9DG,House,End-Terrace,1900-1929,Rented (social),Mains Gas,E,Yes,Nottingham,52.991885,-1.184558
P1355,NG8 2FE,House,Detached,1900-1929,Rented (social),Mains Gas,E,Yes,Nottingham,52.954812,-1.242966
P1356,NG2 2EN,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.93851,-1.144182
P1357,NG6 8DJ,House,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,52.997004,-1.209092
P1359,NG7 2DF,House,Mid-Terrace,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.952483,-1.179018
P1360,NG5 2EP,House,Semi-Detached,1900-1929,Owner-occupied,Mains Gas,E,Yes,Nottingham,52.977709,-1.149827
P1361,NG5 9AX,House,End-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.002636,-1.175385
P1362,NG5 5NU,House,End-Terrace,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,53.00172,-1.158802
P1363,NG3 2QJ,House,Semi-Detached,2012-2021,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.959561,-1.132661
P1364,NG8 3AX,House,End-Terrace,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.973481,-1.221748
P1365,NG11 8BL,House,End-Terrace,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.904844,-1.178625
P1366,NG8 5SJ,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.97532,-1.208863
P1367,NG5 9EB,House,Mid-Terrace,1967-1975,Rented (social),Mains Gas,C,Yes,Nottingham,53.008383,-1.165484
P1368,NG6 0AH,House,End-Terrace,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.983884,-1.175384
P1369,NG8 5HX,House,Mid-Terrace,1930-1949,Rented (private),Mains Gas,D,Yes,Nottingham,52.974863,-1.197046
P1370,NG7 1HA,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,E,Yes,Nottingham,52.946617,-1.169307
P1374,NG7 5DS,House,Mid-Terrace,before 1900,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.963815,-1.17072
P1375,NG8 2PJ,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.947242,-1.225908
P1376,NG3 3NE,House,Mid-Terrace,1967-1975,Rented (social),Community Heating,D,No,Nottingham,52.96365,-1.131299
P1377,NG2 4DF,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.94928,-1.123281
P1378,NG8 2PS,House,Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.947994,-1.225493
P1379,NG8 3DB,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.971537,-1.221291
P1380,NG7 7GY,House,Mid-Terrace,before 1900,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.976464,-1.168348
P1381,NG3 2BH,House,End-Terrace,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.955636,-1.12945
P1382,NG11 9HX,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.903947,-1.189346
P1383,NG6 9HT,House,Semi-Detached,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,53.000162,-1.188202
P1384,NG6 0EP,House,End-Terrace,1900-1929,Owner-occupied,Mains Gas,E,Yes,Nottingham,52.989426,-1.178675
P1385,NG11 8SD,House,Mid-Terrace,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.904298,-1.193428
P1386,NG11 9HX,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.903947,-1.189346
P1387,NG8 6FL,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.976216,-1.213746
P1388,NG3 3DH,House,End-Terrace,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.967036,-1.1259
P1389,NG5 5HS,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.994345,-1.163445
P1390,NG5 9NW,House,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,53.008385,-1.16836
P1391,NG5 9HR,House,Detached,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,53.00673,-1.170732
P1393,NG6 7DQ,House,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,53.001477,-1.211216
P1394,NG6 8FG,House,Semi-Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.9946,-1.203146
P1395,NG11 9NA,House,End-Terrace,1950-1966,Rented (private),Mains Gas,C,Yes,Nottingham,52.901196,-1.181414
P1396,NG5 5LT,House,Mid-Terrace,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,52.998378,-1.168046
P1398,NG6 9EL,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.993363,-1.181118
P1399,NG6 7BJ,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.995229,-1.212551
P1401,NG8 1FN,House,Detached,1930-1949,Rented (private),Mains Gas,D,Yes,Nottingham,52.954284,-1.203306
P1403,NG8 5LB,House,Semi-Detached,1930-1949,Rented (private),Mains Gas,C,Yes,Nottingham,52.978681,-1.197958
P1404,NG8 6FP,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.976042,-1.213332
P1405,NG11 9BT,House,Mid-Terrace,1950-1966,Rented (social),Mains Gas,C,Yes,Nottingham,52.899448,-1.176943
P1406,NG8 5PZ,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.976144,-1.209711
P1407,NG5 3DU,House,End-Terrace,1900-1929,Rented (private),Mains Gas,E,Yes,Nottingham,52.985798,-1.153466
P1408,NG3 3BP,House,Mid-Terrace,1967-1975,Rented (social),Mains Gas,D,Yes,Nottingham,52.968778,-1.130526
P1410,NG6 0QJ,House,Semi-Detached,1983-1990,Rented (social),Mains Gas,D,Yes,Nottingham,52.983941,-1.186302
P1411,NG2 4DX,House,Mid-Terrace,1967-1975,Owner-occupied,Electricity,E,No,Nottingham,52.953431,-1.095347
P1412,NG8 6EJ,House,End-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.982878,-1.201783
P1413,NG7 2NH,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.944638,-1.176845
P1414,NG6 9DL,House,Mid-Terrace,1967-1975,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.995277,-1.194268
P1416,NG2 2NP,House,Mid-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.939335,-1.151442
P1418,NG7 3JU,House,Semi-Detached,2012 onwards,Rented (social),Mains Gas,C,Yes,Nottingham,52.959,-1.168594
P1419,NG8 5FD,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.97779,-1.182024
P1420,NG5 5JP,House,End-Terrace,1950-1966,Owner-occupied,Electricity,E,Yes,Nottingham,52.997107,-1.161082
P1421,NG6 9ER,House,Detached,1950-1966,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.996626,-1.183798
P1422,NG6 9EW,House,Semi-Detached,1900-1929,Rented (social),Mains Gas,D,Yes,Nottingham,52.993151,-1.185652
P1423,NG5 5UG,House,End-Terrace,2003-2006,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.9936,-1.1648
P1425,NG6 0AE,House,Mid-Terrace,1900-1929,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.983425,-1.177881
P1427,NG3 4HZ,House,End-Terrace,1976-1982,Rented (social),Mains Gas,C,Yes,Nottingham,52.964985,-1.144255
P1429,NG3 7FR,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.956801,-1.107112
P1430,NG3 1AJ,House,Mid-Terrace,1967-1975,Rented (private),Mains Gas,C,Yes,Nottingham,52.962058,-1.149807
P1431,NG8 2EY,House,End-Terrace,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.954202,-1.236085
P1432,NG7 2JF,House,Semi-Detached,1950-1966,Rented (private),Mains Gas,D,Yes,Nottingham,52.939852,-1.185343
P1434,NG7 2JG,House,Mid-Terrace,1900-1929,Rented (private),Mains Gas,C,Yes,Nottingham,52.940242,-1.184606
P1435,NG8 2GD,House,Semi-Detached,1950-1966,Rented (social),Mains Gas,D,Yes,Nottingham,52.952203,-1.235525
P1436,NG5 5FU,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.996782,-1.173842
P1437,NG8 5RE,House,End-Terrace,1930-1949,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.973137,-1.20229
P1438,NG8 6HL,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.979675,-1.212149
P1439,NG8 5SJ,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.97532,-1.208863
P1440,NG5 6DP,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.995993,-1.146115
P1441,NG8 6JS,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.977573,-1.219277
P1443,NG3 7AF,House,End-Terrace,1930-1949,Owner-occupied,Mains Gas,D,Yes,Nottingham,52.963743,-1.118314
P1444,NG8 1AJ,House,Semi-Detached,1950-1966,Rented (private),Mains Gas,D,Yes,Nottingham,52.949424,-1.187812
P1446,NG8 4NG,House,Semi-Detached,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.962148,-1.233206
P1447,NG5 1NR,House,End-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.986949,-1.170172
P1448,NG8 5QN,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.97421,-1.201481
P1449,NG6 8SB,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.9899,-1.200685
P1450,NG11 8DE,House,End-Terrace,1950-1966,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.905778,-1.178488
P1451,NG3 3BY,House,Semi-Detached,1967-1975,Owner-occupied,Mains Gas,D,No,Nottingham,52.971469,-1.127345
P1452,NG3 2GA,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,D,Yes,Nottingham,52.959311,-1.127976
P1453,NG5 5JN,House,Mid-Terrace,1967-1975,Rented (private),Mains Gas,C,Yes,Nottingham,52.997444,-1.159213
P1454,NG6 8DF,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,53.014877,-1.189402
P1455,NG5 5FB,House,Mid-Terrace,1930-1949,Rented (social),Mains Gas,C,Yes,Nottingham,52.992227,-1.171561
P1456,NG6 8GU,House,End-Terrace,1900-1929,Rented (private),Mains Gas,D,Yes,Nottingham,53.004706,-1.19676
P1457,NG8 2JQ,House,Semi-Detached,1983-1990,Owner-occupied,Mains Gas,C,Yes,Nottingham,52.95256,-1.245015
