air_temperature,radiant_temperature,relative_humidity,air_velocity,outdoor_temperature,clo_value,met_rate,comfort_label
23.2,24.437142857142856,32.0,0.39,13.995833333333334,0.6799999999999999,1.1092150170648465,comfortable
23.2,24.437142857142856,32.0,0.39,13.995833333333334,0.62,1.1092150170648465,comfortable
23.3,24.008571428571432,32.0,0.29,13.995833333333334,0.6799999999999999,1.164675767918089,comfortable
23.3,24.008571428571432,32.0,0.29,13.995833333333334,0.54,1.7918088737201363,too_warm
23.1,23.952857142857145,33.0,0.08,13.995833333333334,0.57,1.706484641638225,comfortable
20.9,21.48857142857143,41.0,0.14,13.995833333333334,0.51,1.5815699658703073,comfortable
23.1,23.952857142857145,33.0,0.08,13.995833333333334,0.44,1.164675767918089,comfortable
22.4,23.19714285714285,32.0,0.19,13.995833333333334,0.8,0.985494880546075,comfortable
21.8,22.12857142857143,33.0,0.14,13.995833333333334,0.7,1.032423208191126,too_warm
21.8,22.12857142857143,33.0,0.14,13.995833333333334,0.6699999999999999,0.985494880546075,comfortable
21.8,22.12857142857143,33.0,0.14,13.995833333333334,0.7,1.634982935153584,comfortable
21.2,21.62428571428572,34.0,0.17,13.995833333333334,1.04,1.164675767918089,comfortable
21.1,21.45,39.0,0.13,13.995833333333334,0.76,1.2677474402730375,comfortable
21.1,21.45,39.0,0.13,13.995833333333334,0.76,1.4761092150170645,comfortable
21.1,21.45,39.0,0.13,13.995833333333334,1.4399999999999995,1.7918088737201363,comfortable
20.8,21.20285714285714,40.0,0.14,13.995833333333334,0.82,1.1916382252559723,comfortable
21.9,21.22,33.0,0.16,13.995833333333334,0.99,1.2095563139931738,comfortable
20.8,21.72714285714285,34.0,0.14,13.995833333333334,1.1299999999999997,1.7022184300341296,too_cold
22.6,23.23857142857144,41.0,0.15,13.995833333333334,0.6899999999999998,0.9812286689419796,comfortable
22.7,22.95428571428572,41.0,0.13,13.995833333333334,0.57,1.6552901023890785,too_cold
22.7,22.91,41.0,0.18,13.995833333333334,1.23,1.238907849829351,comfortable
22.7,23.33142857142857,41.0,0.2,13.995833333333334,0.38,1.348122866894198,comfortable
22.7,23.33142857142857,41.0,0.2,13.995833333333334,0.4300000000000001,1.2798634812286689,comfortable
22.6,22.652857142857147,40.0,0.18,13.995833333333334,0.4,1.3225255972696244,comfortable
22.6,22.652857142857147,40.0,0.18,13.995833333333334,1.22,1.204948805460751,comfortable
20.9,21.35714285714285,42.0,0.14,13.995833333333334,0.7799999999999999,0.9385665529010238,comfortable
22.6,22.99714285714285,41.0,0.21,13.995833333333334,0.91,1.2201365187713311,comfortable
22.6,22.99714285714285,41.0,0.21,13.995833333333334,0.6799999999999999,1.1092150170648465,too_warm
22.7,23.112857142857152,40.0,0.16,13.995833333333334,0.82,1.4783276450511942,comfortable
22.7,23.112857142857152,40.0,0.16,13.995833333333334,1.1299999999999997,1.1092150170648465,comfortable
22.1,22.107142857142858,41.0,0.19,13.995833333333334,0.6599999999999999,1.496245733788396,comfortable
21.6,21.95,43.0,0.17,13.995833333333334,0.6799999999999999,0.9385665529010238,comfortable
21.8,22.127142857142857,43.0,0.12,13.995833333333334,0.95,1.2201365187713311,too_cold
21.8,22.127142857142857,43.0,0.12,13.995833333333334,0.95,1.548634812286689,too_warm
